Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
1997,"Population ages 00-04, female (% of female population)",9.13037748041005,IND_166,9.13037748041005,9.13037748041005,False
1996,"Population ages 00-04, female (% of female population)",9.23450857626379,IND_166,9.23450857626379,9.23450857626379,False
1995,"Population ages 00-04, female (% of female population)",9.32698429376831,IND_166,9.32698429376831,9.32698429376831,False
1994,"Population ages 00-04, female (% of female population)",9.40238356021821,IND_166,9.40238356021821,9.40238356021821,False
1993,"Population ages 00-04, female (% of female population)",9.45341448833457,IND_166,9.45341448833457,9.45341448833457,False
1992,"Population ages 00-04, female (% of female population)",9.52433936590151,IND_166,9.52433936590151,9.52433936590151,False
1991,"Population ages 00-04, female (% of female population)",9.63998458774824,IND_166,9.63998458774824,9.63998458774824,False
1990,"Population ages 00-04, female (% of female population)",9.77930912923374,IND_166,9.77930912923374,9.77930912923374,False
1989,"Population ages 00-04, female (% of female population)",9.98428685313067,IND_166,9.98428685313067,9.98428685313067,False
1988,"Population ages 00-04, female (% of female population)",10.2996821000283,IND_166,10.2996821000283,10.2996821000283,False
1987,"Population ages 00-04, female (% of female population)",10.7145418463466,IND_166,10.7145418463466,10.7145418463466,False
1986,"Population ages 00-04, female (% of female population)",11.2626151245379,IND_166,11.2626151245379,11.2626151245379,False
1985,"Population ages 00-04, female (% of female population)",11.8627372100675,IND_166,11.8627372100675,11.8627372100675,False
1984,"Population ages 00-04, female (% of female population)",12.3787712133688,IND_166,12.3787712133688,12.3787712133688,False
1983,"Population ages 00-04, female (% of female population)",12.7812200697163,IND_166,12.7812200697163,12.7812200697163,False
1982,"Population ages 00-04, female (% of female population)",13.0290042456763,IND_166,13.0290042456763,13.0290042456763,False
1981,"Population ages 00-04, female (% of female population)",13.102544769175,IND_166,13.102544769175,13.102544769175,False
1980,"Population ages 00-04, female (% of female population)",13.0747522498064,IND_166,13.0747522498064,13.0747522498064,False
1979,"Population ages 00-04, female (% of female population)",12.9983991296141,IND_166,12.9983991296141,12.9983991296141,False
1978,"Population ages 00-04, female (% of female population)",12.9367007453754,IND_166,12.9367007453754,12.9367007453754,False
1977,"Population ages 00-04, female (% of female population)",12.9819930689201,IND_166,12.9819930689201,12.9819930689201,False
1976,"Population ages 00-04, female (% of female population)",13.1152426566455,IND_166,13.1152426566455,13.1152426566455,False
1975,"Population ages 00-04, female (% of female population)",13.3180490051684,IND_166,13.3180490051684,13.3180490051684,False
1974,"Population ages 00-04, female (% of female population)",13.5939465151938,IND_166,13.5939465151938,13.5939465151938,False
1973,"Population ages 00-04, female (% of female population)",13.8994525702249,IND_166,13.8994525702249,13.8994525702249,False
1972,"Population ages 00-04, female (% of female population)",14.1994426043286,IND_166,14.1994426043286,14.1994426043286,False
1971,"Population ages 00-04, female (% of female population)",14.4705215111069,IND_166,14.4705215111069,14.4705215111069,False
1970,"Population ages 00-04, female (% of female population)",14.7068354756664,IND_166,14.7068354756664,14.7068354756664,False
1969,"Population ages 00-04, female (% of female population)",14.9322898944043,IND_166,14.9322898944043,14.9322898944043,False
1968,"Population ages 00-04, female (% of female population)",15.1407616417061,IND_166,15.1407616417061,15.1407616417061,False
1967,"Population ages 00-04, female (% of female population)",15.3178145557762,IND_166,15.3178145557762,15.3178145557762,False
1966,"Population ages 00-04, female (% of female population)",15.5014865078401,IND_166,15.5014865078401,15.5014865078401,False
1965,"Population ages 00-04, female (% of female population)",15.7090443347564,IND_166,15.7090443347564,15.7090443347564,False
1964,"Population ages 00-04, female (% of female population)",15.9148071625344,IND_166,15.9148071625344,15.9148071625344,False
1963,"Population ages 00-04, female (% of female population)",16.0987594838421,IND_166,16.0987594838421,16.0987594838421,False
1962,"Population ages 00-04, female (% of female population)",16.2347053671444,IND_166,16.2347053671444,16.2347053671444,False
1961,"Population ages 00-04, female (% of female population)",16.2977952137976,IND_166,16.2977952137976,16.2977952137976,False
1960,"Population ages 00-04, female (% of female population)",16.3011484046225,IND_166,16.3011484046225,16.3011484046225,False
2023,"Population ages 00-04, male (% of male population)",7.5073295157493,IND_167,7.5073295157493,7.5073295157493,False
2022,"Population ages 00-04, male (% of male population)",7.60863113737629,IND_167,7.60863113737629,7.60863113737629,False
2021,"Population ages 00-04, male (% of male population)",7.71356489690319,IND_167,7.71356489690319,7.71356489690319,False
2020,"Population ages 00-04, male (% of male population)",7.82982377758551,IND_167,7.82982377758551,7.82982377758551,False
2019,"Population ages 00-04, male (% of male population)",7.96840899248575,IND_167,7.96840899248575,7.96840899248575,False
2018,"Population ages 00-04, male (% of male population)",8.13199300549315,IND_167,8.13199300549315,8.13199300549315,False
2017,"Population ages 00-04, male (% of male population)",8.30314789246834,IND_167,8.30314789246834,8.30314789246834,False
2016,"Population ages 00-04, male (% of male population)",8.45546526365218,IND_167,8.45546526365218,8.45546526365218,False
2015,"Population ages 00-04, male (% of male population)",8.59286165815752,IND_167,8.59286165815752,8.59286165815752,False
2014,"Population ages 00-04, male (% of male population)",8.72070835784458,IND_167,8.72070835784458,8.72070835784458,False
2013,"Population ages 00-04, male (% of male population)",8.82993769701703,IND_167,8.82993769701703,8.82993769701703,False
2012,"Population ages 00-04, male (% of male population)",8.93476683281522,IND_167,8.93476683281522,8.93476683281522,False
2011,"Population ages 00-04, male (% of male population)",9.03300149063762,IND_167,9.03300149063762,9.03300149063762,False
2010,"Population ages 00-04, male (% of male population)",9.103456238488,IND_167,9.103456238488,9.103456238488,False
2009,"Population ages 00-04, male (% of male population)",9.14494598398626,IND_167,9.14494598398626,9.14494598398626,False
2008,"Population ages 00-04, male (% of male population)",9.16662821030566,IND_167,9.16662821030566,9.16662821030566,False
2007,"Population ages 00-04, male (% of male population)",9.18108349405994,IND_167,9.18108349405994,9.18108349405994,False
2006,"Population ages 00-04, male (% of male population)",9.19403961592491,IND_167,9.19403961592491,9.19403961592491,False
2005,"Population ages 00-04, male (% of male population)",9.19521670875489,IND_167,9.19521670875489,9.19521670875489,False
2004,"Population ages 00-04, male (% of male population)",9.17257935390288,IND_167,9.17257935390288,9.17257935390288,False
2003,"Population ages 00-04, male (% of male population)",9.13853657741003,IND_167,9.13853657741003,9.13853657741003,False
2002,"Population ages 00-04, male (% of male population)",9.09904216401803,IND_167,9.09904216401803,9.09904216401803,False
2001,"Population ages 00-04, male (% of male population)",9.08526474019202,IND_167,9.08526474019202,9.08526474019202,False
2000,"Population ages 00-04, male (% of male population)",9.15182660463674,IND_167,9.15182660463674,9.15182660463674,False
1999,"Population ages 00-04, male (% of male population)",9.27488158616582,IND_167,9.27488158616582,9.27488158616582,False
1998,"Population ages 00-04, male (% of male population)",9.39560274216246,IND_167,9.39560274216246,9.39560274216246,False
1997,"Population ages 00-04, male (% of male population)",9.49932487178492,IND_167,9.49932487178492,9.49932487178492,False
1996,"Population ages 00-04, male (% of male population)",9.58621976299461,IND_167,9.58621976299461,9.58621976299461,False
1995,"Population ages 00-04, male (% of male population)",9.66409505555731,IND_167,9.66409505555731,9.66409505555731,False
1994,"Population ages 00-04, male (% of male population)",9.72338125972667,IND_167,9.72338125972667,9.72338125972667,False
1993,"Population ages 00-04, male (% of male population)",9.75675859313509,IND_167,9.75675859313509,9.75675859313509,False
1992,"Population ages 00-04, male (% of male population)",9.81056776060826,IND_167,9.81056776060826,9.81056776060826,False
1991,"Population ages 00-04, male (% of male population)",9.90514195909569,IND_167,9.90514195909569,9.90514195909569,False
1990,"Population ages 00-04, male (% of male population)",10.0177170456341,IND_167,10.0177170456341,10.0177170456341,False
1989,"Population ages 00-04, male (% of male population)",10.1895329364096,IND_167,10.1895329364096,10.1895329364096,False
1988,"Population ages 00-04, male (% of male population)",10.4693953480826,IND_167,10.4693953480826,10.4693953480826,False
1987,"Population ages 00-04, male (% of male population)",10.8512010441501,IND_167,10.8512010441501,10.8512010441501,False
1986,"Population ages 00-04, male (% of male population)",11.3666790369979,IND_167,11.3666790369979,11.3666790369979,False
1985,"Population ages 00-04, male (% of male population)",11.932220458376,IND_167,11.932220458376,11.932220458376,False
1984,"Population ages 00-04, male (% of male population)",12.4111141228616,IND_167,12.4111141228616,12.4111141228616,False
1983,"Population ages 00-04, male (% of male population)",12.7757261961253,IND_167,12.7757261961253,12.7757261961253,False
1982,"Population ages 00-04, male (% of male population)",12.9838349498341,IND_167,12.9838349498341,12.9838349498341,False
1981,"Population ages 00-04, male (% of male population)",13.0144039095297,IND_167,13.0144039095297,13.0144039095297,False
1980,"Population ages 00-04, male (% of male population)",12.9425448774957,IND_167,12.9425448774957,12.9425448774957,False
1979,"Population ages 00-04, male (% of male population)",12.8242021121654,IND_167,12.8242021121654,12.8242021121654,False
1978,"Population ages 00-04, male (% of male population)",12.7230234650944,IND_167,12.7230234650944,12.7230234650944,False
1977,"Population ages 00-04, male (% of male population)",12.7308693891833,IND_167,12.7308693891833,12.7308693891833,False
1976,"Population ages 00-04, male (% of male population)",12.8286716458635,IND_167,12.8286716458635,12.8286716458635,False
1975,"Population ages 00-04, male (% of male population)",12.9959470277605,IND_167,12.9959470277605,12.9959470277605,False
1974,"Population ages 00-04, male (% of male population)",13.2337348067476,IND_167,13.2337348067476,13.2337348067476,False
1973,"Population ages 00-04, male (% of male population)",13.4978752119551,IND_167,13.4978752119551,13.4978752119551,False
1972,"Population ages 00-04, male (% of male population)",13.7530109600307,IND_167,13.7530109600307,13.7530109600307,False
1971,"Population ages 00-04, male (% of male population)",13.9751146795179,IND_167,13.9751146795179,13.9751146795179,False
1970,"Population ages 00-04, male (% of male population)",14.1600307710355,IND_167,14.1600307710355,14.1600307710355,False
1969,"Population ages 00-04, male (% of male population)",14.332748734795,IND_167,14.332748734795,14.332748734795,False
1968,"Population ages 00-04, male (% of male population)",14.4866262689655,IND_167,14.4866262689655,14.4866262689655,False
1967,"Population ages 00-04, male (% of male population)",14.6077153134037,IND_167,14.6077153134037,14.6077153134037,False
1966,"Population ages 00-04, male (% of male population)",14.7325769575985,IND_167,14.7325769575985,14.7325769575985,False
1965,"Population ages 00-04, male (% of male population)",14.8785060177745,IND_167,14.8785060177745,14.8785060177745,False
1964,"Population ages 00-04, male (% of male population)",15.0214941621908,IND_167,15.0214941621908,15.0214941621908,False
1963,"Population ages 00-04, male (% of male population)",15.1407692116339,IND_167,15.1407692116339,15.1407692116339,False
1962,"Population ages 00-04, male (% of male population)",15.2105273336033,IND_167,15.2105273336033,15.2105273336033,False
1961,"Population ages 00-04, male (% of male population)",15.2083760892808,IND_167,15.2083760892808,15.2083760892808,False
1960,"Population ages 00-04, male (% of male population)",15.1468354283793,IND_167,15.1468354283793,15.1468354283793,False
2023,"Population ages 0-14, female",2418209.0,IND_168,2418209.0,2418209.0,True
2022,"Population ages 0-14, female",2471483.0,IND_168,2471483.0,2471483.0,True
2021,"Population ages 0-14, female",2505864.0,IND_168,2505864.0,2505864.0,True
2020,"Population ages 0-14, female",2515421.0,IND_168,2515421.0,2515421.0,True
2019,"Population ages 0-14, female",2537792.0,IND_168,2537792.0,2537792.0,True
2018,"Population ages 0-14, female",2555730.0,IND_168,2555730.0,2555730.0,True
2017,"Population ages 0-14, female",2559628.0,IND_168,2559628.0,2559628.0,True
2016,"Population ages 0-14, female",2558812.0,IND_168,2558812.0,2558812.0,True
2015,"Population ages 0-14, female",2553195.0,IND_168,2553195.0,2553195.0,True
2014,"Population ages 0-14, female",2549240.0,IND_168,2549240.0,2549240.0,True
2013,"Population ages 0-14, female",2542463.0,IND_168,2542463.0,2542463.0,True
2012,"Population ages 0-14, female",2631977.0,IND_168,2631977.0,2631977.0,True
2011,"Population ages 0-14, female",2626214.0,IND_168,2626214.0,2626214.0,True
2010,"Population ages 0-14, female",2619732.0,IND_168,2619732.0,2619732.0,True
2009,"Population ages 0-14, female",2612628.0,IND_168,2612628.0,2612628.0,True
2008,"Population ages 0-14, female",2604180.0,IND_168,2604180.0,2604180.0,True
2007,"Population ages 0-14, female",2594515.0,IND_168,2594515.0,2594515.0,True
2006,"Population ages 0-14, female",2584449.0,IND_168,2584449.0,2584449.0,True
2005,"Population ages 0-14, female",2575624.0,IND_168,2575624.0,2575624.0,True
2004,"Population ages 0-14, female",2569294.0,IND_168,2569294.0,2569294.0,True
2003,"Population ages 0-14, female",2564999.0,IND_168,2564999.0,2564999.0,True
2002,"Population ages 0-14, female",2563690.0,IND_168,2563690.0,2563690.0,True
2001,"Population ages 0-14, female",2562574.0,IND_168,2562574.0,2562574.0,True
2000,"Population ages 0-14, female",2557040.0,IND_168,2557040.0,2557040.0,True
1999,"Population ages 0-14, female",2548310.0,IND_168,2548310.0,2548310.0,True
1998,"Population ages 0-14, female",2536395.0,IND_168,2536395.0,2536395.0,True
1997,"Population ages 0-14, female",2523715.0,IND_168,2523715.0,2523715.0,True
1996,"Population ages 0-14, female",2517246.0,IND_168,2517246.0,2517246.0,True
1995,"Population ages 0-14, female",2516709.0,IND_168,2516709.0,2516709.0,True
1994,"Population ages 0-14, female",2531601.0,IND_168,2531601.0,2531601.0,True
1993,"Population ages 0-14, female",2557985.0,IND_168,2557985.0,2557985.0,True
1992,"Population ages 0-14, female",2577074.0,IND_168,2577074.0,2577074.0,True
1991,"Population ages 0-14, female",2592874.0,IND_168,2592874.0,2592874.0,True
1990,"Population ages 0-14, female",2613045.0,IND_168,2613045.0,2613045.0,True
1989,"Population ages 0-14, female",2630771.0,IND_168,2630771.0,2630771.0,True
1988,"Population ages 0-14, female",2645629.0,IND_168,2645629.0,2645629.0,True
1987,"Population ages 0-14, female",2662719.0,IND_168,2662719.0,2662719.0,True
1986,"Population ages 0-14, female",2677002.0,IND_168,2677002.0,2677002.0,True
1985,"Population ages 0-14, female",2688115.0,IND_168,2688115.0,2688115.0,True
1984,"Population ages 0-14, female",2699511.0,IND_168,2699511.0,2699511.0,True
1983,"Population ages 0-14, female",2708831.0,IND_168,2708831.0,2708831.0,True
1982,"Population ages 0-14, female",2708912.0,IND_168,2708912.0,2708912.0,True
1981,"Population ages 0-14, female",2692223.0,IND_168,2692223.0,2692223.0,True
1980,"Population ages 0-14, female",2663933.0,IND_168,2663933.0,2663933.0,True
1979,"Population ages 0-14, female",2633535.0,IND_168,2633535.0,2633535.0,True
1978,"Population ages 0-14, female",2603499.0,IND_168,2603499.0,2603499.0,True
1977,"Population ages 0-14, female",2577564.0,IND_168,2577564.0,2577564.0,True
1976,"Population ages 0-14, female",2555121.0,IND_168,2555121.0,2555121.0,True
1975,"Population ages 0-14, female",2535074.0,IND_168,2535074.0,2535074.0,True
1974,"Population ages 0-14, female",2517294.0,IND_168,2517294.0,2517294.0,True
1973,"Population ages 0-14, female",2497401.0,IND_168,2497401.0,2497401.0,True
1972,"Population ages 0-14, female",2471147.0,IND_168,2471147.0,2471147.0,True
1971,"Population ages 0-14, female",2438678.0,IND_168,2438678.0,2438678.0,True
1970,"Population ages 0-14, female",2401395.0,IND_168,2401395.0,2401395.0,True
1969,"Population ages 0-14, female",2360658.0,IND_168,2360658.0,2360658.0,True
1968,"Population ages 0-14, female",2317162.0,IND_168,2317162.0,2317162.0,True
1967,"Population ages 0-14, female",2270982.0,IND_168,2270982.0,2270982.0,True
1966,"Population ages 0-14, female",2224072.0,IND_168,2224072.0,2224072.0,True
1965,"Population ages 0-14, female",2176157.0,IND_168,2176157.0,2176157.0,True
1964,"Population ages 0-14, female",2126446.0,IND_168,2126446.0,2126446.0,True
1963,"Population ages 0-14, female",2079211.0,IND_168,2079211.0,2079211.0,True
1962,"Population ages 0-14, female",2035562.0,IND_168,2035562.0,2035562.0,True
1961,"Population ages 0-14, female",1991299.0,IND_168,1991299.0,1991299.0,True
1960,"Population ages 0-14, female",1943848.0,IND_168,1943848.0,1943848.0,True
2023,"Population ages 0-14, female (% of female population)",21.2619488724207,IND_169,21.2619488724207,21.2619488724207,False
2022,"Population ages 0-14, female (% of female population)",21.5941981383847,IND_169,21.5941981383847,21.5941981383847,False
2021,"Population ages 0-14, female (% of female population)",21.9249994299778,IND_169,21.9249994299778,21.9249994299778,False
2020,"Population ages 0-14, female (% of female population)",22.2520082815415,IND_169,22.2520082815415,22.2520082815415,False
2019,"Population ages 0-14, female (% of female population)",22.5741099730726,IND_169,22.5741099730726,22.5741099730726,False
2018,"Population ages 0-14, female (% of female population)",22.8789967874844,IND_169,22.8789967874844,22.8789967874844,False
2017,"Population ages 0-14, female (% of female population)",23.1620690279235,IND_169,23.1620690279235,23.1620690279235,False
2016,"Population ages 0-14, female (% of female population)",23.4178468586732,IND_169,23.4178468586732,23.4178468586732,False
2015,"Population ages 0-14, female (% of female population)",23.639451314833,IND_169,23.639451314833,23.639451314833,False
2014,"Population ages 0-14, female (% of female population)",23.8278331607145,IND_169,23.8278331607145,23.8278331607145,False
2013,"Population ages 0-14, female (% of female population)",23.9936973363524,IND_169,23.9936973363524,23.9936973363524,False
2012,"Population ages 0-14, female (% of female population)",24.1589487605876,IND_169,24.1589487605876,24.1589487605876,False
2011,"Population ages 0-14, female (% of female population)",24.3168098056351,IND_169,24.3168098056351,24.3168098056351,False
2010,"Population ages 0-14, female (% of female population)",24.4585700393319,IND_169,24.4585700393319,24.4585700393319,False
2009,"Population ages 0-14, female (% of female population)",24.5953487470098,IND_169,24.5953487470098,24.5953487470098,False
2008,"Population ages 0-14, female (% of female population)",24.7278791934787,IND_169,24.7278791934787,24.7278791934787,False
2007,"Population ages 0-14, female (% of female population)",24.8571809881999,IND_169,24.8571809881999,24.8571809881999,False
2006,"Population ages 0-14, female (% of female population)",24.9843633147801,IND_169,24.9843633147801,24.9843633147801,False
2005,"Population ages 0-14, female (% of female population)",25.1169838530126,IND_169,25.1169838530126,25.1169838530126,False
2004,"Population ages 0-14, female (% of female population)",25.2655144491339,IND_169,25.2655144491339,25.2655144491339,False
2003,"Population ages 0-14, female (% of female population)",25.4466003236134,IND_169,25.4466003236134,25.4466003236134,False
2002,"Population ages 0-14, female (% of female population)",25.6753553986194,IND_169,25.6753553986194,25.6753553986194,False
2001,"Population ages 0-14, female (% of female population)",25.9807566472825,IND_169,25.9807566472825,25.9807566472825,False
2000,"Population ages 0-14, female (% of female population)",26.3710365362056,IND_169,26.3710365362056,26.3710365362056,False
1999,"Population ages 0-14, female (% of female population)",26.7939652778574,IND_169,26.7939652778574,26.7939652778574,False
1998,"Population ages 0-14, female (% of female population)",27.2010140022654,IND_169,27.2010140022654,27.2010140022654,False
1997,"Population ages 0-14, female (% of female population)",27.6142102097784,IND_169,27.6142102097784,27.6142102097784,False
1996,"Population ages 0-14, female (% of female population)",28.1058115563889,IND_169,28.1058115563889,28.1058115563889,False
1995,"Population ages 0-14, female (% of female population)",28.6812109109924,IND_169,28.6812109109924,28.6812109109924,False
1994,"Population ages 0-14, female (% of female population)",29.3717645867225,IND_169,29.3717645867225,29.3717645867225,False
1993,"Population ages 0-14, female (% of female population)",30.1564928382625,IND_169,30.1564928382625,30.1564928382625,False
1992,"Population ages 0-14, female (% of female population)",30.9490424897015,IND_169,30.9490424897015,30.9490424897015,False
1991,"Population ages 0-14, female (% of female population)",31.6907429628129,IND_169,31.6907429628129,31.6907429628129,False
1990,"Population ages 0-14, female (% of female population)",32.2307989333798,IND_169,32.2307989333798,32.2307989333798,False
1989,"Population ages 0-14, female (% of female population)",32.7155166812361,IND_169,32.7155166812361,32.7155166812361,False
1988,"Population ages 0-14, female (% of female population)",33.3087280853609,IND_169,33.3087280853609,33.3087280853609,False
1987,"Population ages 0-14, female (% of female population)",33.9186780433825,IND_169,33.9186780433825,33.9186780433825,False
1986,"Population ages 0-14, female (% of female population)",34.5548872839441,IND_169,34.5548872839441,34.5548872839441,False
1985,"Population ages 0-14, female (% of female population)",35.1672301949095,IND_169,35.1672301949095,35.1672301949095,False
1984,"Population ages 0-14, female (% of female population)",35.5960003689468,IND_169,35.5960003689468,35.5960003689468,False
1983,"Population ages 0-14, female (% of female population)",35.881814170015,IND_169,35.881814170015,35.881814170015,False
1982,"Population ages 0-14, female (% of female population)",36.1603647175569,IND_169,36.1603647175569,36.1603647175569,False
1981,"Population ages 0-14, female (% of female population)",36.4213083030135,IND_169,36.4213083030135,36.4213083030135,False
1980,"Population ages 0-14, female (% of female population)",36.6892920696043,IND_169,36.6892920696043,36.6892920696043,False
1979,"Population ages 0-14, female (% of female population)",36.9803797364816,IND_169,36.9803797364816,36.9803797364816,False
1978,"Population ages 0-14, female (% of female population)",37.2909553606968,IND_169,37.2909553606968,37.2909553606968,False
1977,"Population ages 0-14, female (% of female population)",37.6507948100891,IND_169,37.6507948100891,37.6507948100891,False
1976,"Population ages 0-14, female (% of female population)",38.0549013136436,IND_169,38.0549013136436,38.0549013136436,False
1975,"Population ages 0-14, female (% of female population)",38.4979495314967,IND_169,38.4979495314967,38.4979495314967,False
1974,"Population ages 0-14, female (% of female population)",38.9804693028653,IND_169,38.9804693028653,38.9804693028653,False
1973,"Population ages 0-14, female (% of female population)",39.4526286755384,IND_169,39.4526286755384,39.4526286755384,False
1972,"Population ages 0-14, female (% of female population)",39.8624368001804,IND_169,39.8624368001804,39.8624368001804,False
1971,"Population ages 0-14, female (% of female population)",40.2066820491134,IND_169,40.2066820491134,40.2066820491134,False
1970,"Population ages 0-14, female (% of female population)",40.510161890847,IND_169,40.510161890847,40.510161890847,False
1969,"Population ages 0-14, female (% of female population)",40.7959067534179,IND_169,40.7959067534179,40.7959067534179,False
1968,"Population ages 0-14, female (% of female population)",41.0637769618367,IND_169,41.0637769618367,41.0637769618367,False
1967,"Population ages 0-14, female (% of female population)",41.3010293969882,IND_169,41.3010293969882,41.3010293969882,False
1966,"Population ages 0-14, female (% of female population)",41.5169744140327,IND_169,41.5169744140327,41.5169744140327,False
1965,"Population ages 0-14, female (% of female population)",41.6997196777626,IND_169,41.6997196777626,41.6997196777626,False
1964,"Population ages 0-14, female (% of female population)",41.8427095631641,IND_169,41.8427095631641,41.8427095631641,False
1963,"Population ages 0-14, female (% of female population)",42.0210625621839,IND_169,42.0210625621839,42.0210625621839,False
1962,"Population ages 0-14, female (% of female population)",42.2527864350165,IND_169,42.2527864350165,42.2527864350165,False
1961,"Population ages 0-14, female (% of female population)",42.4534630353762,IND_169,42.4534630353762,42.4534630353762,False
1960,"Population ages 0-14, female (% of female population)",42.5670787755095,IND_169,42.5670787755095,42.5670787755095,False
2023,"Population ages 0-14, male",2509545.0,IND_170,2509545.0,2509545.0,True
2022,"Population ages 0-14, male",2561453.0,IND_170,2561453.0,2561453.0,True
2021,"Population ages 0-14, male",2593559.0,IND_170,2593559.0,2593559.0,True
2020,"Population ages 0-14, male",2599915.0,IND_170,2599915.0,2599915.0,True
2019,"Population ages 0-14, male",2619596.0,IND_170,2619596.0,2619596.0,True
2018,"Population ages 0-14, male",2634892.0,IND_170,2634892.0,2634892.0,True
2017,"Population ages 0-14, male",2636056.0,IND_170,2636056.0,2636056.0,True
2016,"Population ages 0-14, male",2632799.0,IND_170,2632799.0,2632799.0,True
2015,"Population ages 0-14, male",2624902.0,IND_170,2624902.0,2624902.0,True
2014,"Population ages 0-14, male",2618712.0,IND_170,2618712.0,2618712.0,True
2013,"Population ages 0-14, male",2609340.0,IND_170,2609340.0,2609340.0,True
2012,"Population ages 0-14, male",2698158.0,IND_170,2698158.0,2698158.0,True
2011,"Population ages 0-14, male",2691924.0,IND_170,2691924.0,2691924.0,True
2010,"Population ages 0-14, male",2687637.0,IND_170,2687637.0,2687637.0,True
2009,"Population ages 0-14, male",2681994.0,IND_170,2681994.0,2681994.0,True
2008,"Population ages 0-14, male",2674303.0,IND_170,2674303.0,2674303.0,True
2007,"Population ages 0-14, male",2664954.0,IND_170,2664954.0,2664954.0,True
2006,"Population ages 0-14, male",2655330.0,IND_170,2655330.0,2655330.0,True
2005,"Population ages 0-14, male",2647821.0,IND_170,2647821.0,2647821.0,True
2004,"Population ages 0-14, male",2644395.0,IND_170,2644395.0,2644395.0,True
2003,"Population ages 0-14, male",2645061.0,IND_170,2645061.0,2645061.0,True
2002,"Population ages 0-14, male",2651015.0,IND_170,2651015.0,2651015.0,True
2001,"Population ages 0-14, male",2656208.0,IND_170,2656208.0,2656208.0,True
2000,"Population ages 0-14, male",2652339.0,IND_170,2652339.0,2652339.0,True
1999,"Population ages 0-14, male",2642793.0,IND_170,2642793.0,2642793.0,True
1998,"Population ages 0-14, male",2630214.0,IND_170,2630214.0,2630214.0,True
1997,"Population ages 0-14, male",2617283.0,IND_170,2617283.0,2617283.0,True
1996,"Population ages 0-14, male",2611308.0,IND_170,2611308.0,2611308.0,True
1995,"Population ages 0-14, male",2611943.0,IND_170,2611943.0,2611943.0,True
1994,"Population ages 0-14, male",2627822.0,IND_170,2627822.0,2627822.0,True
1993,"Population ages 0-14, male",2654681.0,IND_170,2654681.0,2654681.0,True
1992,"Population ages 0-14, male",2673942.0,IND_170,2673942.0,2673942.0,True
1991,"Population ages 0-14, male",2689520.0,IND_170,2689520.0,2689520.0,True
1990,"Population ages 0-14, male",2708881.0,IND_170,2708881.0,2708881.0,True
1989,"Population ages 0-14, male",2725430.0,IND_170,2725430.0,2725430.0,True
1988,"Population ages 0-14, male",2739149.0,IND_170,2739149.0,2739149.0,True
1987,"Population ages 0-14, male",2755154.0,IND_170,2755154.0,2755154.0,True
1986,"Population ages 0-14, male",2768471.0,IND_170,2768471.0,2768471.0,True
1985,"Population ages 0-14, male",2778690.0,IND_170,2778690.0,2778690.0,True
1984,"Population ages 0-14, male",2789046.0,IND_170,2789046.0,2789046.0,True
1983,"Population ages 0-14, male",2797107.0,IND_170,2797107.0,2797107.0,True
1982,"Population ages 0-14, male",2795650.0,IND_170,2795650.0,2795650.0,True
1981,"Population ages 0-14, male",2776949.0,IND_170,2776949.0,2776949.0,True
1980,"Population ages 0-14, male",2746510.0,IND_170,2746510.0,2746510.0,True
1979,"Population ages 0-14, male",2714238.0,IND_170,2714238.0,2714238.0,True
1978,"Population ages 0-14, male",2682683.0,IND_170,2682683.0,2682683.0,True
1977,"Population ages 0-14, male",2655746.0,IND_170,2655746.0,2655746.0,True
1976,"Population ages 0-14, male",2632792.0,IND_170,2632792.0,2632792.0,True
1975,"Population ages 0-14, male",2612632.0,IND_170,2612632.0,2612632.0,True
1974,"Population ages 0-14, male",2595073.0,IND_170,2595073.0,2595073.0,True
1973,"Population ages 0-14, male",2575395.0,IND_170,2575395.0,2575395.0,True
1972,"Population ages 0-14, male",2549062.0,IND_170,2549062.0,2549062.0,True
1971,"Population ages 0-14, male",2516238.0,IND_170,2516238.0,2516238.0,True
1970,"Population ages 0-14, male",2478460.0,IND_170,2478460.0,2478460.0,True
1969,"Population ages 0-14, male",2437169.0,IND_170,2437169.0,2437169.0,True
1968,"Population ages 0-14, male",2393055.0,IND_170,2393055.0,2393055.0,True
1967,"Population ages 0-14, male",2346186.0,IND_170,2346186.0,2346186.0,True
1966,"Population ages 0-14, male",2298547.0,IND_170,2298547.0,2298547.0,True
1965,"Population ages 0-14, male",2249835.0,IND_170,2249835.0,2249835.0,True
1964,"Population ages 0-14, male",2199359.0,IND_170,2199359.0,2199359.0,True
1963,"Population ages 0-14, male",2151255.0,IND_170,2151255.0,2151255.0,True
1962,"Population ages 0-14, male",2106752.0,IND_170,2106752.0,2106752.0,True
1961,"Population ages 0-14, male",2061825.0,IND_170,2061825.0,2061825.0,True
1960,"Population ages 0-14, male",2013729.0,IND_170,2013729.0,2013729.0,True
2023,"Population ages 0-14, male (% of male population)",23.5337741125988,IND_171,23.5337741125988,23.5337741125988,False
2022,"Population ages 0-14, male (% of male population)",23.8588227246892,IND_171,23.8588227246892,23.8588227246892,False
2021,"Population ages 0-14, male (% of male population)",24.1784369691058,IND_171,24.1784369691058,24.1784369691058,False
2020,"Population ages 0-14, male (% of male population)",24.4934022591237,IND_171,24.4934022591237,24.4934022591237,False
