Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2006,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.5316846365266
Sri Lanka,LKA,2005,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.5791866722492
Sri Lanka,LKA,2004,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.6614232300742
Sri Lanka,LKA,2003,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.7946713556776
Sri Lanka,LKA,2002,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.9940686190229
Sri Lanka,LKA,2001,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,27.2795130044305
Sri Lanka,LKA,2000,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,27.6381475717901
Sri Lanka,LKA,1999,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.0135896135768
Sri Lanka,LKA,1998,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.3692138669057
Sri Lanka,LKA,1997,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.7329013398327
Sri Lanka,LKA,1996,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,29.1808603026619
Sri Lanka,LKA,1995,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,29.7172972324765
Sri Lanka,LKA,1994,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,30.3562550135111
Sri Lanka,LKA,1993,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,31.0723487936718
Sri Lanka,LKA,1992,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,31.7855170441348
Sri Lanka,LKA,1991,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,32.4290524046937
Sri Lanka,LKA,1990,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,32.8541677809558
Sri Lanka,LKA,1989,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.2077809957511
Sri Lanka,LKA,1988,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.6675569216867
Sri Lanka,LKA,1987,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,34.1564747436641
Sri Lanka,LKA,1986,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,34.6745561240842
Sri Lanka,LKA,1985,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.1717395757921
Sri Lanka,LKA,1984,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.4925739140837
Sri Lanka,LKA,1983,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.6797580962003
Sri Lanka,LKA,1982,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.8638217724629
Sri Lanka,LKA,1981,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.0290601698301
Sri Lanka,LKA,1980,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.1993467271942
Sri Lanka,LKA,1979,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.3927880216817
Sri Lanka,LKA,1978,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.605942925915
Sri Lanka,LKA,1977,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.8679760998857
Sri Lanka,LKA,1976,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,37.1733650736837
Sri Lanka,LKA,1975,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,37.5161203470694
Sri Lanka,LKA,1974,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,37.8961292865405
Sri Lanka,LKA,1973,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,38.2629064735204
Sri Lanka,LKA,1972,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,38.5636166195009
Sri Lanka,LKA,1971,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,38.7916004720533
Sri Lanka,LKA,1970,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,38.9742338180411
Sri Lanka,LKA,1969,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.1365316598126
Sri Lanka,LKA,1968,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.2738621796476
Sri Lanka,LKA,1967,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.3739948556074
Sri Lanka,LKA,1966,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.4470997492668
Sri Lanka,LKA,1965,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.4823744335509
Sri Lanka,LKA,1964,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.4758926240486
Sri Lanka,LKA,1963,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.4941654778665
Sri Lanka,LKA,1962,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.5547140507828
Sri Lanka,LKA,1961,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.5832977367073
Sri Lanka,LKA,1960,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,39.5248993760644
Sri Lanka,LKA,2023,"Population ages 0-14, total",SP.POP.0014.TO,4927754
Sri Lanka,LKA,2022,"Population ages 0-14, total",SP.POP.0014.TO,5032936
Sri Lanka,LKA,2021,"Population ages 0-14, total",SP.POP.0014.TO,5099423
Sri Lanka,LKA,2020,"Population ages 0-14, total",SP.POP.0014.TO,5115336
Sri Lanka,LKA,2019,"Population ages 0-14, total",SP.POP.0014.TO,5157388
Sri Lanka,LKA,2018,"Population ages 0-14, total",SP.POP.0014.TO,5190622
Sri Lanka,LKA,2017,"Population ages 0-14, total",SP.POP.0014.TO,5195685
Sri Lanka,LKA,2016,"Population ages 0-14, total",SP.POP.0014.TO,5191612
Sri Lanka,LKA,2015,"Population ages 0-14, total",SP.POP.0014.TO,5178097
Sri Lanka,LKA,2014,"Population ages 0-14, total",SP.POP.0014.TO,5167952
Sri Lanka,LKA,2013,"Population ages 0-14, total",SP.POP.0014.TO,5151803
Sri Lanka,LKA,2012,"Population ages 0-14, total",SP.POP.0014.TO,5330135
Sri Lanka,LKA,2011,"Population ages 0-14, total",SP.POP.0014.TO,5318138
Sri Lanka,LKA,2010,"Population ages 0-14, total",SP.POP.0014.TO,5307368
Sri Lanka,LKA,2009,"Population ages 0-14, total",SP.POP.0014.TO,5294622
Sri Lanka,LKA,2008,"Population ages 0-14, total",SP.POP.0014.TO,5278483
Sri Lanka,LKA,2007,"Population ages 0-14, total",SP.POP.0014.TO,5259469
Sri Lanka,LKA,2006,"Population ages 0-14, total",SP.POP.0014.TO,5239778
Sri Lanka,LKA,2005,"Population ages 0-14, total",SP.POP.0014.TO,5223446
Sri Lanka,LKA,2004,"Population ages 0-14, total",SP.POP.0014.TO,5213689
Sri Lanka,LKA,2003,"Population ages 0-14, total",SP.POP.0014.TO,5210060
Sri Lanka,LKA,2002,"Population ages 0-14, total",SP.POP.0014.TO,5214704
Sri Lanka,LKA,2001,"Population ages 0-14, total",SP.POP.0014.TO,5218782
Sri Lanka,LKA,2000,"Population ages 0-14, total",SP.POP.0014.TO,5209379
Sri Lanka,LKA,1999,"Population ages 0-14, total",SP.POP.0014.TO,5191104
Sri Lanka,LKA,1998,"Population ages 0-14, total",SP.POP.0014.TO,5166610
Sri Lanka,LKA,1997,"Population ages 0-14, total",SP.POP.0014.TO,5140998
Sri Lanka,LKA,1996,"Population ages 0-14, total",SP.POP.0014.TO,5128553
Sri Lanka,LKA,1995,"Population ages 0-14, total",SP.POP.0014.TO,5128652
Sri Lanka,LKA,1994,"Population ages 0-14, total",SP.POP.0014.TO,5159423
Sri Lanka,LKA,1993,"Population ages 0-14, total",SP.POP.0014.TO,5212666
Sri Lanka,LKA,1992,"Population ages 0-14, total",SP.POP.0014.TO,5251016
Sri Lanka,LKA,1991,"Population ages 0-14, total",SP.POP.0014.TO,5282394
Sri Lanka,LKA,1990,"Population ages 0-14, total",SP.POP.0014.TO,5321926
Sri Lanka,LKA,1989,"Population ages 0-14, total",SP.POP.0014.TO,5356201
Sri Lanka,LKA,1988,"Population ages 0-14, total",SP.POP.0014.TO,5384778
Sri Lanka,LKA,1987,"Population ages 0-14, total",SP.POP.0014.TO,5417873
Sri Lanka,LKA,1986,"Population ages 0-14, total",SP.POP.0014.TO,5445472
Sri Lanka,LKA,1985,"Population ages 0-14, total",SP.POP.0014.TO,5466805
Sri Lanka,LKA,1984,"Population ages 0-14, total",SP.POP.0014.TO,5488557
Sri Lanka,LKA,1983,"Population ages 0-14, total",SP.POP.0014.TO,5505938
Sri Lanka,LKA,1982,"Population ages 0-14, total",SP.POP.0014.TO,5504562
Sri Lanka,LKA,1981,"Population ages 0-14, total",SP.POP.0014.TO,5469172
Sri Lanka,LKA,1980,"Population ages 0-14, total",SP.POP.0014.TO,5410443
Sri Lanka,LKA,1979,"Population ages 0-14, total",SP.POP.0014.TO,5347773
Sri Lanka,LKA,1978,"Population ages 0-14, total",SP.POP.0014.TO,5286182
Sri Lanka,LKA,1977,"Population ages 0-14, total",SP.POP.0014.TO,5233310
Sri Lanka,LKA,1976,"Population ages 0-14, total",SP.POP.0014.TO,5187913
Sri Lanka,LKA,1975,"Population ages 0-14, total",SP.POP.0014.TO,5147706
Sri Lanka,LKA,1974,"Population ages 0-14, total",SP.POP.0014.TO,5112367
Sri Lanka,LKA,1973,"Population ages 0-14, total",SP.POP.0014.TO,5072797
Sri Lanka,LKA,1972,"Population ages 0-14, total",SP.POP.0014.TO,5020209
Sri Lanka,LKA,1971,"Population ages 0-14, total",SP.POP.0014.TO,4954916
Sri Lanka,LKA,1970,"Population ages 0-14, total",SP.POP.0014.TO,4879855
Sri Lanka,LKA,1969,"Population ages 0-14, total",SP.POP.0014.TO,4797827
Sri Lanka,LKA,1968,"Population ages 0-14, total",SP.POP.0014.TO,4710217
Sri Lanka,LKA,1967,"Population ages 0-14, total",SP.POP.0014.TO,4617168
Sri Lanka,LKA,1966,"Population ages 0-14, total",SP.POP.0014.TO,4522619
Sri Lanka,LKA,1965,"Population ages 0-14, total",SP.POP.0014.TO,4425992
Sri Lanka,LKA,1964,"Population ages 0-14, total",SP.POP.0014.TO,4325805
Sri Lanka,LKA,1963,"Population ages 0-14, total",SP.POP.0014.TO,4230466
Sri Lanka,LKA,1962,"Population ages 0-14, total",SP.POP.0014.TO,4142315
Sri Lanka,LKA,1961,"Population ages 0-14, total",SP.POP.0014.TO,4053124
Sri Lanka,LKA,1960,"Population ages 0-14, total",SP.POP.0014.TO,3957577
Sri Lanka,LKA,2023,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,22.3612730440352
Sri Lanka,LKA,2022,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,22.6903041016266
Sri Lanka,LKA,2021,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.0159928656676
Sri Lanka,LKA,2020,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.3374525364923
Sri Lanka,LKA,2019,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.6544870392859
Sri Lanka,LKA,2018,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.9530298630511
Sri Lanka,LKA,2017,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.2290828278519
Sri Lanka,LKA,2016,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.4783427877771
Sri Lanka,LKA,2015,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.6928809823796
Sri Lanka,LKA,2014,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.8722308563944
Sri Lanka,LKA,2013,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.0269759664236
Sri Lanka,LKA,2012,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.178419778154
Sri Lanka,LKA,2011,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.3135625183968
Sri Lanka,LKA,2010,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.4195405747827
Sri Lanka,LKA,2009,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.5083423526246
Sri Lanka,LKA,2008,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.5872135359583
Sri Lanka,LKA,2007,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.6652772996229
Sri Lanka,LKA,2006,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.7452470864508
Sri Lanka,LKA,2005,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.8375073321826
Sri Lanka,LKA,2004,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.9547566770653
Sri Lanka,LKA,2003,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.1135974015816
Sri Lanka,LKA,2002,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.3292426361796
Sri Lanka,LKA,2001,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.625948882323
Sri Lanka,LKA,2000,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.0013168211035
Sri Lanka,LKA,1999,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.4013056031597
Sri Lanka,LKA,1998,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.7834408824305
Sri Lanka,LKA,1997,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.1726307252222
Sri Lanka,LKA,1996,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.6431072004507
Sri Lanka,LKA,1995,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.1996828183449
Sri Lanka,LKA,1994,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.8650766635717
Sri Lanka,LKA,1993,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.616066322648
Sri Lanka,LKA,1992,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,31.3694191271687
Sri Lanka,LKA,1991,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.0624015745702
Sri Lanka,LKA,1990,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.5451113387697
Sri Lanka,LKA,1989,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.9641610636563
Sri Lanka,LKA,1988,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.4902974577235
Sri Lanka,LKA,1987,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.0391897101487
Sri Lanka,LKA,1986,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.6156233610456
Sri Lanka,LKA,1985,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.1695220971666
Sri Lanka,LKA,1984,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.5433683359183
Sri Lanka,LKA,1983,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.7788811852676
Sri Lanka,LKA,1982,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.0091465922615
Sri Lanka,LKA,1981,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.2210844738743
Sri Lanka,LKA,1980,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.4389343623581
Sri Lanka,LKA,1979,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.6797982443157
Sri Lanka,LKA,1978,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.9401447701935
Sri Lanka,LKA,1977,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.2494278480713
Sri Lanka,LKA,1976,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.6023713377251
Sri Lanka,LKA,1975,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.993300383014
Sri Lanka,LKA,1974,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.4224068599809
Sri Lanka,LKA,1973,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.8395193721482
Sri Lanka,LKA,1972,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.1921981106556
Sri Lanka,LKA,1971,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.4753985648399
Sri Lanka,LKA,1970,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.7152381642225
Sri Lanka,LKA,1969,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.9357741674562
Sri Lanka,LKA,1968,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.134472406819
Sri Lanka,LKA,1967,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.2988183501939
Sri Lanka,LKA,1966,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.4385543058506
Sri Lanka,LKA,1965,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.5423320740852
Sri Lanka,LKA,1964,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.6049375896222
Sri Lanka,LKA,1963,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.69696416257
Sri Lanka,LKA,1962,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.8361116030669
Sri Lanka,LKA,1961,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.9432466552804
Sri Lanka,LKA,1960,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.962816009168
Sri Lanka,LKA,2023,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.06918447792546
Sri Lanka,LKA,2022,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.2126157950524
Sri Lanka,LKA,2021,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.34502378337416
Sri Lanka,LKA,2020,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.47354931327413
Sri Lanka,LKA,2019,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.59794381985668
Sri Lanka,LKA,2018,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.70762259682997
Sri Lanka,LKA,2017,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.81705328369257
Sri Lanka,LKA,2016,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.936421669441
Sri Lanka,LKA,2015,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.0463156156652
Sri Lanka,LKA,2014,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.13270807793904
Sri Lanka,LKA,2013,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.19249864241611
Sri Lanka,LKA,2012,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.21971052786535
Sri Lanka,LKA,2011,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.20883789379883
Sri Lanka,LKA,2010,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.17656151268764
Sri Lanka,LKA,2009,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.14510815043178
Sri Lanka,LKA,2008,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.12844827520721
Sri Lanka,LKA,2007,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.13236286280312
Sri Lanka,LKA,2006,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.15473193646256
Sri Lanka,LKA,2005,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.2058305350127
Sri Lanka,LKA,2004,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.2874040845109
Sri Lanka,LKA,2003,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.37776155191554
Sri Lanka,LKA,2002,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.46493004195635
Sri Lanka,LKA,2001,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.56542814949154
Sri Lanka,LKA,2000,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.68394343031903
Sri Lanka,LKA,1999,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.79812351503733
Sri Lanka,LKA,1998,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.88648283675263
Sri Lanka,LKA,1997,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,8.95337053685122
Sri Lanka,LKA,1996,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.01530578663544
Sri Lanka,LKA,1995,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.08334815329253
Sri Lanka,LKA,1994,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.24644038915368
Sri Lanka,LKA,1993,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.55886851892437
Sri Lanka,LKA,1992,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.99255478931086
Sri Lanka,LKA,1991,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.5407029807918
Sri Lanka,LKA,1990,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.0641835271599
Sri Lanka,LKA,1989,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.5271113184836
Sri Lanka,LKA,1988,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.9437474426364
Sri Lanka,LKA,1987,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.1875295768838
Sri Lanka,LKA,1986,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.2361084945404
Sri Lanka,LKA,1985,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.1535936617954
Sri Lanka,LKA,1984,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.9603897781698
Sri Lanka,LKA,1983,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.7471857875308
Sri Lanka,LKA,1982,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.6667529880319
Sri Lanka,LKA,1981,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.7231746663928
Sri Lanka,LKA,1980,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.8854122171116
Sri Lanka,LKA,1979,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.1273532025868
Sri Lanka,LKA,1978,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.3955555638313
Sri Lanka,LKA,1977,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.6449921304124
Sri Lanka,LKA,1976,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,12.853823077961
Sri Lanka,LKA,1975,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.0177661711915
Sri Lanka,LKA,1974,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.1567333567261
Sri Lanka,LKA,1973,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.2724272356621
Sri Lanka,LKA,1972,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.3604293595273
Sri Lanka,LKA,1971,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.4602096662108
Sri Lanka,LKA,1970,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.5902058120918
Sri Lanka,LKA,1969,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.7266575500557
Sri Lanka,LKA,1968,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.852340586836
Sri Lanka,LKA,1967,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.9439576292725
Sri Lanka,LKA,1966,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.9718016654227
Sri Lanka,LKA,1965,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.9453079415181
Sri Lanka,LKA,1964,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.8931031090122
Sri Lanka,LKA,1963,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.8418975990603
Sri Lanka,LKA,1962,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.8206720157556
Sri Lanka,LKA,1961,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.8384330777732
Sri Lanka,LKA,1960,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,13.8533280850269
Sri Lanka,LKA,2023,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.85266993008673
Sri Lanka,LKA,2022,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.00677535978152
Sri Lanka,LKA,2021,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.13791633186389
Sri Lanka,LKA,2020,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.25311488355285
Sri Lanka,LKA,2019,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.3607816721895
Sri Lanka,LKA,2018,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.44837539839376
Sri Lanka,LKA,2017,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.53270079047617
Sri Lanka,LKA,2016,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.63679330053554
Sri Lanka,LKA,2015,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.74171372225577
Sri Lanka,LKA,2014,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.82424158467257
Sri Lanka,LKA,2013,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.88243617240476
Sri Lanka,LKA,2012,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.91034843995521
Sri Lanka,LKA,2011,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.89460962788521
Sri Lanka,LKA,2010,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.84801753861281
Sri Lanka,LKA,2009,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.79422020092687
Sri Lanka,LKA,2008,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.749061450228
Sri Lanka,LKA,2007,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.72087316192102
Sri Lanka,LKA,2006,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.70650680890279
Sri Lanka,LKA,2005,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.71813933953697
Sri Lanka,LKA,2004,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.76050815091076
Sri Lanka,LKA,2003,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.81552381903161
Sri Lanka,LKA,2002,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.87729187993786
Sri Lanka,LKA,2001,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.96725621632147
Sri Lanka,LKA,2000,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.08379771374576
Sri Lanka,LKA,1999,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.19542404710976
